(104.06722420765115,30.599701217390912)
(103.97678653966989,30.568331441513585)
(103.87500910854187,30.72471987264872)
(103.62871623398165,30.92740290503437)
(104.06526902861037,30.65233797319958)
(104.0788635677185,30.699548133578695)
(104.11641860369171,30.641546653863603)
(104.01607522993989,30.66518876584617)
(104.2584157733787,30.673234293660432)
(104.49812695974578,30.50180488983051)
